1.302083333333333391e-02,0.000000000000000000e+00
2.604166666666666782e-02,0.000000000000000000e+00
3.906250000000000000e-02,0.000000000000000000e+00
5.208333333333333565e-02,0.000000000000000000e+00
6.510416666666667129e-02,0.000000000000000000e+00
7.812500000000000000e-02,0.000000000000000000e+00
9.114583333333332871e-02,0.000000000000000000e+00
1.041666666666666713e-01,0.000000000000000000e+00
1.171875000000000000e-01,0.000000000000000000e+00
1.302083333333333426e-01,0.000000000000000000e+00
1.432291666666666574e-01,0.000000000000000000e+00
1.562500000000000000e-01,0.000000000000000000e+00
1.692708333333333426e-01,0.000000000000000000e+00
1.822916666666666574e-01,0.000000000000000000e+00
1.953125000000000000e-01,0.000000000000000000e+00
2.083333333333333426e-01,0.000000000000000000e+00
2.213541666666666574e-01,0.000000000000000000e+00
2.343750000000000000e-01,0.000000000000000000e+00
2.473958333333333426e-01,0.000000000000000000e+00
2.604166666666666852e-01,0.000000000000000000e+00
2.734375000000000000e-01,0.000000000000000000e+00
2.864583333333333148e-01,0.000000000000000000e+00
2.994791666666666852e-01,0.000000000000000000e+00
3.125000000000000000e-01,0.000000000000000000e+00
3.255208333333333148e-01,0.000000000000000000e+00
3.385416666666666852e-01,0.000000000000000000e+00
3.515625000000000000e-01,0.000000000000000000e+00
3.645833333333333148e-01,0.000000000000000000e+00
3.776041666666666852e-01,0.000000000000000000e+00
3.906250000000000000e-01,0.000000000000000000e+00
4.036458333333333148e-01,0.000000000000000000e+00
4.166666666666666852e-01,0.000000000000000000e+00
4.296875000000000000e-01,0.000000000000000000e+00
4.427083333333333148e-01,0.000000000000000000e+00
4.557291666666666852e-01,0.000000000000000000e+00
4.687500000000000000e-01,0.000000000000000000e+00
4.817708333333333148e-01,0.000000000000000000e+00
4.947916666666666852e-01,0.000000000000000000e+00
5.078125000000000000e-01,0.000000000000000000e+00
5.208333333333333703e-01,0.000000000000000000e+00
5.338541666666666297e-01,0.000000000000000000e+00
5.468750000000000000e-01,0.000000000000000000e+00
5.598958333333333703e-01,0.000000000000000000e+00
5.729166666666666297e-01,0.000000000000000000e+00
5.859375000000000000e-01,0.000000000000000000e+00
5.989583333333333703e-01,0.000000000000000000e+00
6.119791666666666297e-01,0.000000000000000000e+00
