RESULTADOS MIOS,,,,,,
7,TAB. INICIAL,0,"[(0.054812708676217715, 0.789673554487622), (0.054800751537690116, 0.8430163723020451), (0.05510801310923913, 0.8925057524335707), (0.05592746479838828, 0.9260961680017171), (0.05639339553584667, 0.9551508921386109), (0.057212847224995825, 0.979732108796339), (0.05810309702855573, 0.9908429666853877), (0.05961648402064862, 0.9914955110462624), (0.06179370019691745, 0.9917667401877562), (0.06397091637318628, 0.9918911719337657), (0.06641753873783378, 0.9924561890238588), (0.0693920209005082, 0.9929738296988481), (0.07303264674517733, 0.9937856575704517), (0.07585077423976114, 0.9945974854420552), (0.07866890173434496, 0.9954093133136587), (0.08121762304055007, 0.9957805558411785), (0.08425209377119733, 0.9966392242914415), (0.08567806492124028, 0.9971266502141847), (0.08995447710384588, 0.9976140761369278), (0.09458914797135445, 0.998101502059671), (0.09922381883886303, 0.9979462589514136), (0.10243251855632866, 0.9973035899204135), (0.1070311986068879, 0.9966609208894133), (0.11137191510829683, 0.9965981152340063), (0.11535437292480274, 0.9959554462030061), (0.1193368307413087, 0.9955439265946573), (0.12445306889040234, 0.9951324069863086), (0.1293662949933601, 0.9951324069863083), (0.13168704361290554, 0.9942651597922942), (0.13282082394549324, 0.9939777759738735), (0.13395460427808095, 0.9941019117638016), (0.1323615491512904, 0.9942260475537298), (0.12958152573754206, 0.993938663735309), (0.12839455745058434, 0.9940184665092021), (0.12839455745058434, 0.9940184665092022), (0.12839455745058437, 0.9939674015283364), (0.1278349943667879, 0.9939163365474709), (0.1294280494935785, 0.9938652715666052), (0.13061501778053622, 0.9937296736109783), (0.1327477754844749, 0.993247330764437), (0.13786576617255894, 0.9791766272456537)]",11.1120307,28.5914717,0
7,TAB. CASA,7,"[(0.8392109286252281, 0.47789453613791466), (0.8409396367292359, 0.48118493790759465), (0.842668344833244, 0.4847522015608975), (0.8434834998808982, 0.486892126988047), (0.8408691685518758, 0.48903205241519654), (0.8340813130183804, 0.48903205241519654), (0.8307229438615616, 0.48951304992542954), (0.8239350883280665, 0.4899940474356626), (0.8205056019513897, 0.4826279304382938), (0.8239350883280663, 0.4809690025213773), (0.8311482734183521, 0.4840955073383708), (0.8349319721319611, 0.48980945923036856), (0.8392603996716064, 0.5162961856102024), (0.8435888272112517, 0.5484901010704887), (0.848970932119378, 0.5542040529624863), (0.8460861745687378, 0.5572724975477237), (0.8432014170180974, 0.5710069415935694), (0.8436132152424047, 0.5639686111515789), (0.8392847877027595, 0.5569302807095886), (0.8265222037265092, 0.5706647247554342), (0.8148039495150583, 0.5851209388882994), (0.8030856953036073, 0.5735133481294856), (0.7909556428678491, 0.561905757370672), (0.7835658161960436, 0.5502981666118583), (0.7782737897371204, 0.5431190362912657), (0.7764205972585556, 0.5352181358836537), (0.7713167782039999, 0.5500964075750743), (0.7662129591494443, 0.5649746792664947), (0.7611091400948885, 0.5694031397047159), (0.7578585135188977, 0.5649746792664947), (0.7564285093065245, 0.5577494251062399), (0.7548341164986329, 0.5428711534148193), (0.7532397236907411, 0.5279928817233988), (0.7555772336779555, 0.5279928817233988), (0.7623267321893819, 0.5279928817233986), (0.7672262745085385, 0.5307896754454324), (0.7755408319992048, 0.5307896754454324), (0.7838553894898708, 0.5279928817233988), (0.7882380441854308, 0.5207676275631439), (0.7888531846814031, 0.5195029566487664), (0.7894976590060274, 0.5182382857343891), (0.7923252790137609, 0.5212378727536665), (0.7973934888872669, 0.5270342534949776), (0.8024616987607729, 0.5328306342362886), (0.8073301802637086, 0.5328306342362886), (0.8121986617666448, 0.5247665382017962), (0.8148839975864716, 0.512438184233649), (0.8130588198461016, 0.5001098302655017), (0.8112336421057316, 0.4803875945878193), (0.8089637184113073, 0.45984836137401885)]",17.682647,28.5914717,0
7,VENTANA,7,"[(0.9418899042815863, 0.49679053838753245), (0.9361589282707792, 0.5103720573347171), (0.9318418686840841, 0.5239535762819021), (0.9317338330926326, 0.523953576281902), (0.9315681259507773, 0.5239535762819021), (0.9294480201237532, 0.5285978206924817), (0.9292823129818979, 0.5314651555547746), (0.9311286760756154, 0.5283618017498373), (0.9291166058400426, 0.5343324904170675), (0.9283509319903184, 0.5371998252793604), (0.9250875826048791, 0.5294522270638434), (0.9168022594744378, 0.5194172865631851), (0.9065048661084237, 0.515353034729757), (0.8967222941432773, 0.5108839223680388), (0.8877053960278551, 0.5063576960746902), (0.8811861734481479, 0.5022934442412622), (0.8827529288393505, 0.4956054964444566), (0.8868874784494011, 0.488917548647651), (0.8925192768941572, 0.48259557821902044), (0.8981510753389133, 0.47633072172202), (0.9037828737836693, 0.47557457943232945), (0.9063506680025174, 0.48701509914675406), (0.9080707657476019, 0.49294690465386903), (0.9097908634926863, 0.49294690465386903), (0.910534725186152, 0.49294690465386903), (0.9112785868796177, 0.4963496050282938), (0.9120224485730833, 0.49424359119540895), (0.9120224485730833, 0.49424359119540895), (0.9120224485730833, 0.4976462915698338), (0.9161883213309376, 0.5010489919442586), (0.9233430805655592, 0.5010489919442586), (0.9310902794697595, 0.496181721311968), (0.9394955662738648, 0.4887853455469873), (0.94790085307797, 0.4803812955024111), (0.9531165031758395, 0.4719772454578349), (0.9553432667969419, 0.4635731954132588), (0.959771762384079, 0.4556922857375988), (0.959771762384079, 0.4537431815690538), (0.9581374384325555, 0.44939905130567936), (0.9565031144810318, 0.4373288815493767), (0.9546599597515358, 0.42066547978464464), (0.9460575108580407, 0.4046254301475038)]",25.0610139,28.5914717,0
-------,-------,-------,-------,-------,-------,-------
8,TAB. INICIAL,0,"[(0.1922517006773042, 0.8739632566451998), (0.18076734807425016, 0.965259317353115), (0.17070811260716573, 0.9936026907191859), (0.16416987454120419, 0.9949910685467529), (0.1590728803750488, 0.9960598055378792), (0.152793131171937, 0.9970920056818524), (0.14849705479102532, 0.9981242058258255), (0.14617506527948823, 0.998915200959227), (0.14035573604289467, 0.9997061960926285), (0.13111535589653062, 0.999999999), (0.12258681363942814, 0.999999999), (0.11405827138232572, 0.999999999), (0.10713988074749872, 0.999999999), (0.10713988074749874, 0.999999999), (0.11056093165726924, 0.999999999), (0.11103184880496395, 0.999999999), (0.11066958549398323, 0.999999999), (0.10781914140029003, 0.999999999), (0.09955935841820969, 0.999999999), (0.09129957543612935, 0.999999999), (0.08552180456827232, 0.9998148148694412), (0.07995787090082732, 0.9996296297388823), (0.07641120086840007, 0.9994444446083234), (0.0748528188145895, 0.9987836246759384), (0.0732944367607789, 0.9981228047435534), (0.07267509350251548, 0.9976471699417274), (0.07329443676077889, 0.9968334925211947), (0.07454053991934874, 0.9963578577193687), (0.07645456671795975, 0.9963578577193687), (0.07881269740137892, 0.9968334925211948), (0.08072672419998993, 0.9971261833638547), (0.08202140774033753, 0.9974642259825612), (0.08268933138037872, 0.9974642259825612), (0.08278144121797928, 0.997278791537941), (0.08278144121797928, 0.9966177222914944), (0.0836551809288516, 0.9964322878468739), (0.08491127349808822, 0.9969101638200927), (0.08616736606732486, 0.9973880397933115), (0.08733134879896093, 0.9980513502111507), (0.0881433374833894, 0.99871466062899), (0.08852569034175371, 0.9988915837564747), (0.08875244452361816, 0.99869788730878), (0.08981609876196402, 0.9983165152450724), (0.09087975300030987, 0.997442909600305)]",47.3149204,99.6317949,5
8,TAB. PERSONAS,4,"[(0.03691300658132869, 0.5029721391331031), (0.03874114632274637, 0.5260411581081202), (0.041037671516841144, 0.5378090333051098), (0.043696901518832, 0.5462463487542357), (0.04528248348270343, 0.5535701839456005), (0.04904098913321509, 0.5547994729559462), (0.05388271803630192, 0.5489602729724219), (0.06171831514905761, 0.5607234394866475), (0.07296754823071254, 0.5792730049427275), (0.0845700889608925, 0.597282945213491), (0.09575679703943019, 0.6198431849264443), (0.10532257163346914, 0.6424034246393977), (0.11013566305566802, 0.654429786848471), (0.11013566305566802, 0.6619726746616383), (0.10909891241026448, 0.673718101264545), (0.10806216176486094, 0.6832027394651312), (0.1081488057827085, 0.6926873776657174), (0.10823544980055606, 0.6962195912220115), (0.11008028590845645, 0.6928199287725962), (0.11120368057170757, 0.6891570151681734), (0.11304851667960795, 0.6832045905238815), (0.11304851667960795, 0.6768450918011518), (0.11429607678120393, 0.6791203201779439), (0.1144541598035046, 0.681395548554736), (0.11380612032255524, 0.6777480710443189), (0.11396420334485591, 0.6741005935339016), (0.11331616386390655, 0.670860190101922), (0.11074223453850243, 0.6649374842147127), (0.10921467059060315, 0.6624144407769186), (0.11065972990488089, 0.6650967432321483), (0.11079124199605006, 0.6733626539749265), (0.11359304087817375, 0.6816285647177048), (0.115930446660101, 0.689894475460483), (0.1169037539342824, 0.6981603862032614), (0.11643200189418608, 0.7219615237943353), (0.11574623312929902, 0.7401790530978609), (0.11391774152135674, 0.7764992231709926), (0.11397887302501561, 0.7947167524745182), (0.1147257732935616, 0.8303912330673358), (0.11547267356210755, 0.8478481843566277), (0.11621957383065351, 0.8653051356459194), (0.11804806543859578, 0.8646594461656054), (0.1191296567779921, 0.8821163974548971), (0.12056762569666626, 0.8683804175525462)]",56.6353211,99.6317949,5
8,YO,1,"[(0.3069625545641436, 0.8342224772340142), (0.31638300414544457, 0.8826430668925654), (0.32078041573133015, 0.9197271092209656), (0.32702137317769553, 0.9570953489575496), (0.34139943967998826, 0.977812195175594), (0.3538133659812125, 0.9833316332094502), (0.361726968150347, 0.9868552055985795), (0.3697434828656857, 0.9912794079822005), (0.3792156726878678, 0.995515549808432), (0.38547087890333376, 0.9982668558914369), (0.38936488457006624, 0.9990853595203213), (0.39144833209864877, 0.9999038631492055), (0.39293699492782214, 0.999999999), (0.3881350428340339, 0.999999999), (0.3833684994477412, 0.999999999), (0.37800717136203926, 0.999999999), (0.37445640141448727, 0.999999999), (0.3750511861138965, 0.999999999), (0.378637364768944, 0.999999999), (0.3834000222363969, 0.999999999), (0.3881626797038498, 0.999999999), (0.3920760403534516, 0.999999999), (0.3924386310555014, 0.999999999), (0.3928012217575512, 0.999999999), (0.3928012217575513, 0.999999999), (0.39469299118666534, 0.999999999), (0.3974340574336306, 0.999999999), (0.4038388728605584, 0.999999999), (0.4102436882874863, 0.999999999), (0.42207860468611, 0.999999999), (0.43511892554036413, 0.999999999), (0.4493224926967329, 0.999999999), (0.45986231067313915, 0.999999999), (0.46923888234743066, 0.999999999), (0.47349930253428996, 0.999999999), (0.4746625488364047, 0.999999999), (0.4746625488364047, 0.999999999), (0.47349930253428996, 0.999999999), (0.47349930253428996, 0.999999999), (0.47349930253428996, 0.999999999), (0.47349930253428996, 0.999999999), (0.47349930253428996, 0.999999999), (0.4746625488364047, 0.999999999)]",59.1797391,99.6317949,5
8,TAB. INICIAL,0,"[(0.20133469730781597, 0.999999999), (0.17501419004915297, 0.999999999), (0.15616260894388861, 0.999999999), (0.1410651224284027, 0.999999999), (0.12886351279658653, 0.999999999), (0.12223061534387888, 0.999999999), (0.11742438373011063, 0.999999999), (0.1119132627727741, 0.999999999), (0.1053720894517656, 0.999999999), (0.09868078952241116, 0.999999999), (0.09088163746450643, 0.999999999), (0.08341518240703642, 0.999999999), (0.07678136873342149, 0.999999999), (0.0710629572330307, 0.999999999), (0.06529597280800761, 0.999999999), (0.0614387100907031, 0.999999999), (0.05942431366800993, 0.999999999), (0.057409917245316765, 0.999999999), (0.05604941495203312, 0.999999999), (0.054760314072772966, 0.999999999), (0.05372161135152699, 0.999999999), (0.053138795067691105, 0.999999999), (0.052555978783855206, 0.999999999), (0.052555978783855206, 0.999999999), (0.05255597878385522, 0.999999999), (0.052555978783855206, 0.999999999), (0.05284007520663729, 0.999999999), (0.05312417162941938, 0.999999999), (0.053151280397442505, 0.999999999), (0.05413067059588904, 0.999999999), (0.05500613002634508, 0.9998964530643393), (0.05570142380200953, 0.9996979657062344), (0.056292786809683484, 0.9994994783481292), (0.05652294854551365, 0.9993009909900241), (0.05694721297081264, 0.9992060505675798), (0.05807278301242654, 0.9991111101451355), (0.058497047437725526, 0.999071497937277), (0.059622617479339425, 0.9990318857294185), (0.060748187520953324, 0.9989441228846765), (0.061345562369277726, 0.9986461966556028), (0.061596471605300775, 0.9980945928828433)]",62.1871155,99.6317949,5
8,TAB. VERBOS,1,"[(0.4502125747667959, 0.8020135573100013), (0.43180133887794064, 0.8341790221852097), (0.4183381518361332, 0.8782958822416184), (0.4128997150074215, 0.9097785379428668), (0.4128997150074215, 0.9420663673567061), (0.40906896902947587, 0.968563627315602), (0.399240933304281, 0.9846112145679495), (0.3894128975790862, 0.9895866537849558), (0.3773147867657142, 0.9936519410430471), (0.3652166759523422, 0.9969120545885476), (0.3592193862050931, 0.9991207528541409), (0.3592193862050931, 0.999999999), (0.35694931111691586, 0.999999999), (0.35773888524547487, 0.999999999), (0.3569635944324072, 0.999999999), (0.35391822853116245, 0.999999999), (0.3507719697578113, 0.999999999), (0.3507517791892386, 0.999999999), (0.34994201449210693, 0.999999999), (0.3506971147366018, 0.999999999), (0.35145221498109674, 0.999999999), (0.35192849622687705, 0.999999999), (0.3505553249527481, 0.999999999), (0.34918215367861916, 0.999999999), (0.34880244180779824, 0.999999999), (0.3484227299369773, 0.999999999), (0.3484227299369773, 0.999999999), (0.35050477303613164, 0.999999999), (0.352586816135286, 0.999999999), (0.3536753998311323, 0.999999999), (0.3547639835269786, 0.999999999), (0.3574066197065642, 0.999999999), (0.3635960462441461, 0.999999999), (0.3697854727817281, 0.999999999), (0.37597489931930994, 0.999999999), (0.3821643258568919, 0.999999999), (0.39065081447088146, 0.999999999), (0.39065081447088146, 0.999999999), (0.39065081447088146, 0.999999999), (0.39065081447088146, 0.999999999), (0.3945019290310284, 0.999999999), (0.3945019290310284, 0.999999999)]",65.2702053,99.6317949,5
8,PODER,7,"[(0.9852154329474612, 0.48471718300639244), (0.9864225272198028, 0.4906604349007269), (0.9876296214921446, 0.49549481108650556), (0.9881239359052163, 0.5062724391666187), (0.9886734776235624, 0.5114852143894337), (0.9893199218723321, 0.5166979896122489), (0.989426342301666, 0.5219107648350639), (0.9894775354257256, 0.5222891638721003), (0.989532762731, 0.5178686880346398), (0.989532762731, 0.5178686880346398), (0.9892469600211735, 0.5178686880346398), (0.9893406952147622, 0.5188678143979428), (0.9894896577136254, 0.5198669407612457), (0.9895833929072142, 0.5265204123382475), (0.9900048123676275, 0.5283750090407524), (0.9902374364774668, 0.5312010034861929), (0.9904488483274492, 0.5380951638373247), (0.9906602601774314, 0.5399220319194624), (0.9908716720274138, 0.5469486929508414), (0.9908991589313138, 0.5644813953283206), (0.9910217059921986, 0.5752633939846057), (0.9910217059921986, 0.5809781003718963), (0.9910217059921986, 0.5863822432500587), (0.9907969628481231, 0.5911089786179005), (0.9904284603833053, 0.5910557486069827), (0.9900599579184878, 0.6019100101423014), (0.9899577618352969, 0.6127642716776199), (0.9898555657521063, 0.6238682034230832), (0.9899781128129913, 0.6347224649584018), (0.9901006598738764, 0.6409764468056814), (0.9902232069347614, 0.6420490130740659), (0.9902232069347614, 0.6448155875985325), (0.989320881046393, 0.6510163394348946), (0.9883112924462942, 0.645888153866917), (0.9867443658446483, 0.6339080960522963), (0.9851408407198768, 0.626363170810353), (0.982989590687312, 0.6221991928693874), (0.9811576914737504, 0.619729223184504), (0.9800160300412843, 0.6234600053359827), (0.979431706610365, 0.6243279482432138), (0.9783010066332067, 0.6208139885886854), (0.9774417526120291, 0.5982627937080667), (0.9768262043225823, 0.5680833102057845)]",69.3983279,99.6317949,5
8,DORMIR,6,"[(0.6091989837535651, 0.5232048830900078), (0.6003555953347125, 0.555793965639927), (0.5908380645881735, 0.5866717685179993), (0.5857365322391355, 0.6045388530648069), (0.5789939916761204, 0.6169133587425747), (0.5731776808473168, 0.6281257301550025), (0.5705963608170408, 0.6419520038216243), (0.5673761664853432, 0.6618864060124275), (0.5641559721536454, 0.6818208082032309), (0.5624444383972113, 0.6980927301051653), (0.562312090758498, 0.7143646520070996), (0.5606005570020638, 0.7245465521407202), (0.5607711393560468, 0.7245465521407202), (0.5622179778350542, 0.7149446576243814), (0.5637971639527752, 0.7064968691276288), (0.5637971639527752, 0.698049080630876), (0.5622891420671914, 0.6887612516151703), (0.5619862120744952, 0.6752964660824162), (0.5604070259567743, 0.6714335750660008), (0.5608412169389616, 0.6630100972232417), (0.5628545940388696, 0.6504223318003689), (0.5663759930243615, 0.6386746068964491), (0.5705758933902982, 0.6268960464162348), (0.5747757937562351, 0.6090739753875135), (0.5759466655244294, 0.5946583851655497), (0.5771175372926237, 0.5795362012455133), (0.5764456143148928, 0.5644140173254769), (0.5713774838861774, 0.5534996254987836), (0.563607435602445, 0.5486287442205972), (0.5568530388165469, 0.5382106147209302), (0.550098642030649, 0.5382106147209302), (0.5451870399906762, 0.5430565147366216), (0.5424851221356592, 0.5427694737002652), (0.5424851221356592, 0.5424824326639086), (0.5458656780888095, 0.5477426398490324), (0.5492462340419598, 0.5419333318536903), (0.5526267899951101, 0.5256765047220984), (0.5560073459482602, 0.5141447407041376), (0.5614198505497839, 0.5006068533209388), (0.5634517991981574, 0.4815224732553666), (0.5627818299915137, 0.4617331855745611), (0.5621118607848702, 0.4369826121872351), (0.5580399254554478, 0.4095223635649233)]",71.7622187,99.6317949,5
8,TAB. INICIAL,0,"[(0.16778111949706606, 0.8597957276900356), (0.150079257181501, 0.9137427744750856), (0.13694702377731333, 0.9646298729231958), (0.12726451333182873, 0.9933467384994052), (0.11921267934378257, 0.9978221066542682), (0.11441373302355203, 0.9994354468796705), (0.11314207714051824, 0.999999999), (0.11114843682578524, 0.999999999), (0.10735600021163523, 0.999999999), (0.10210940157003726, 0.999999999), (0.09657911699294355, 0.999999999), (0.09104883241584988, 0.999999999), (0.08514983019047404, 0.999999999), (0.08104962426451519, 0.999999999), (0.0784035803660043, 0.999999999), (0.07653263377228632, 0.999999999), (0.07466168717856832, 0.9998695738935641), (0.07466168717856832, 0.9997391477871285), (0.0738814426648317, 0.9990177102685426), (0.07290156681061272, 0.9976878499955706), (0.07270193547013032, 0.9956242421953598), (0.07226669913080644, 0.9936061179642646), (0.0710463341487545, 0.9915879937331693), (0.07078720865959544, 0.9873926284724458), (0.07072771451091879, 0.9838056859661084), (0.07066822036224214, 0.983720743428788), (0.07089894123209213, 0.983720743428788), (0.07425855731857067, 0.9843066535073547), (0.08118271072348797, 0.9870749059491333), (0.08810686412840528, 0.9881630015062035), (0.09712194533178267, 0.9869838121627413), (0.10608241651547487, 0.9858046228192793), (0.11191887661153004, 0.9840395233972504), (0.11400980440999012, 0.9828603340537885), (0.11897417668965278, 0.9851264010170636), (0.12184762117085535, 0.9868334357100135), (0.12764072668504667, 0.9885404704029634), (0.13527432472637838, 0.9902475050959133), (0.14290792276771008, 0.9919545397888632), (0.14926089200141615, 0.9904719727004142), (0.16232040451910373, 0.9873404356480944), (0.1724602560038026, 0.9842088985957744)]",73.9683077,99.6317949,5
8,TAB. CONCEPTOS,10,"[(0.5271834422879631, 0.3665097651345388), (0.5436721145090128, 0.34825854572658804), (0.5577925394931992, 0.32868267159430076), (0.5671656651599356, 0.3140467661587822), (0.5765387908266721, 0.29984849982247763), (0.5836599026992728, 0.2918243660153852), (0.5882445209692617, 0.280671393459896), (0.5923546230607459, 0.2745985695260817), (0.594144598782184, 0.27119114534805), (0.598254700873668, 0.2651183214142356), (0.6023648029651524, 0.2595355455480794), (0.6035565318086241, 0.25514704820366685), (0.6040933240668817, 0.24993259431054105), (0.6089231536029496, 0.24205274066163263), (0.609459945861207, 0.23683828676850682), (0.6083315483346324, 0.22498114744110104), (0.6083315483346323, 0.21268923808576456), (0.609176061715822, 0.20213623724668067), (0.6103643572080555, 0.1915832364075968), (0.6135255636080531, 0.18103023556851294), (0.6172253647509552, 0.17838231988429423), (0.6229276609548282, 0.17838231988429423), (0.6277289499151822, 0.18013476767253753), (0.6302135458567282, 0.18384258446402374), (0.6310894458757715, 0.19019831693972866), (0.6316215637837708, 0.19723499739988065), (0.6332302597062734, 0.20427167786003264), (0.6301511866307994, 0.21196352423654913), (0.6270721135553254, 0.21770000160982272), (0.6286808094778279, 0.22078856329887758), (0.631759882553302, 0.22144372921524208), (0.628680809477828, 0.22463947870078543), (0.6286808094778278, 0.2246394787007855), (0.6286808094778278, 0.22463947870078543), (0.6226009690709354, 0.23249312307444017), (0.6153996637302214, 0.24550849507993816), (0.6091702072215153, 0.25181193354011727), (0.6009100265291012, 0.26065595556947524), (0.5926498458366869, 0.27367132757497326), (0.5873904324756913, 0.27831207182161155), (0.5832524840485172, 0.27414072184547145), (0.5812217598648091, 0.26897899421362814), (0.5806252356811578, 0.2632349968520002), (0.5826559598648657, 0.25331964951423214), (0.5846672317720594, 0.23792526294517632), (0.5866785036792529, 0.2298635373645701), (0.5906738071665388, 0.22696353941580724), (0.5952656348374761, 0.22464581119682908), (0.5952461825609615, 0.2223280829778509), (0.5952461825609615, 0.22601037737536558), (0.5957543968305199, 0.23390167817248675), (0.5958775894938937, 0.24385468193372128), (0.5944017721833598, 0.25380768569495576), (0.5998425913177587, 0.26534935308301194), (0.6099770987761711, 0.27689102047106817), (0.619603391965025, 0.28054138706200316), (0.6229369868559578, 0.2695280882101229), (0.6229369868559578, 0.2445173538849712)]",78.018136,99.6317949,5
8,AHORA,7,"[(0.7863926795915626, 0.5685391053128465), (0.8226526215890276, 0.5735401686612612), (0.8616959290812474, 0.580146894548464), (0.894654407492182, 0.5877135771006208), (0.9179388158651614, 0.5928255107714696), (0.9354070397038854, 0.5928255107714697), (0.946862190702918, 0.5953911299752118), (0.9518258998061239, 0.5953911299752118), (0.9533327563608337, 0.5928255107714697), (0.954220775116443, 0.5902598915677275), (0.9547435191860897, 0.5902598915677275), (0.9554591974602996, 0.5902598915677275), (0.9565827630549435, 0.5928255107714696), (0.9584415097548469, 0.5953911299752118), (0.9603002564547503, 0.6005102278115899), (0.9623600229475654, 0.6067173333366747), (0.9638692228383497, 0.6087844674620865), (0.9646044039436091, 0.6124259537834291), (0.9646044039436091, 0.6160674401047718), (0.9638692228383497, 0.6113443413367289), (0.9624268625265031, 0.6113443413367289), (0.959536841706601, 0.6083455655842082), (0.9578557310609727, 0.5984476756862315), (0.9544985536740936, 0.5888366954637071), (0.9517025710969245, 0.5850368216979323), (0.9494127479334307, 0.5784926822668367), (0.9489455913664535, 0.5765216707841927), (0.9484824119161663, 0.5798754212510738), (0.9496952992071297, 0.5870290454837299), (0.9498692855026792, 0.594182669716386), (0.950043271798229, 0.5982694531576133), (0.950043271798229, 0.6023562365988406), (0.9488303845072658, 0.6060067606871893), (0.9474435109207526, 0.6039708658325076), (0.9474435109207526, 0.6019349709778259), (0.9486563982117161, 0.5988857651026355), (0.9520115893224957, 0.5958365592274452), (0.9553667804332754, 0.5942369237256421), (0.958895957839605, 0.5932236127051335), (0.9622511489503847, 0.5922103016846247), (0.9622237625101013, 0.5922103016846247), (0.959907472394735, 0.5922103016846247), (0.9574470739357108, 0.5861191321273281)]",81.4073342,99.6317949,5
8,TAB. INICIAL,0,"[(0.08905461803171932, 0.9950088897651099), (0.06768167289759959, 0.9976946395492515), (0.06622120187147149, 0.9986533056511216), (0.06513481164477451, 0.9993290431032514), (0.06398187142746652, 0.9996925307074103), (0.06259111845494714, 0.999846265353705), (0.062043970271527506, 0.999999999), (0.06149682208810788, 0.999999999), (0.06143027209749687, 0.999999999), (0.06125114736914601, 0.999999999), (0.061309835396006526, 0.999999999), (0.06113071066765565, 0.999999999), (0.061197260658266674, 0.999999999), (0.0610181359299158, 0.999999999), (0.0610181359299158, 0.999999999), (0.0610181359299158, 0.999999999), (0.0604745442496184, 0.999999999), (0.05968527785035912, 0.9999313648652217), (0.05862949612848902, 0.9998627297304434), (0.05757371440661894, 0.9997940945956652), (0.055839316040463396, 0.9996123250150426), (0.05413233672267933, 0.999347379727886), (0.052941530036821186, 0.9989738722071438), (0.05174674076060983, 0.9981611725017601), (0.050551951484398484, 0.9973484727963762), (0.05003577885247257, 0.996732731109055), (0.05003577885247257, 0.9958994939165222), (0.049991811748345404, 0.9954727989572163), (0.051186601024556765, 0.9954852961825518), (0.05238139030076812, 0.9954977934078875), (0.05285359582856686, 0.9954264670610049), (0.053019740590258234, 0.9956558119258677), (0.05134963093683156, 0.9954264670610049), (0.04895693753499228, 0.9949980858081979), (0.046564244133153, 0.9943932870681687), (0.04404938467545706, 0.9936883104246377), (0.04222892473261168, 0.9928931913476262), (0.042617263481354875, 0.9923274171354773), (0.043005602230098056, 0.9917918626802621), (0.04370876606746323, 0.9912361715223715), (0.04525667970909767, 0.9905826194782176), (0.04786239444398294, 0.9897932598600157), (0.04962335937459896, 0.977485548302039)]",83.7424043,99.6317949,5
8,?,11,"[(0.9803390784938447, 0.17004921173198756), (0.9759351627005767, 0.17925606606582392), (0.9716870969105418, 0.18922457007779714), (0.9702175756386628, 0.19448567102116412), (0.9682459039431286, 0.19524732069930098), (0.9669129724651395, 0.19834409177974147), (0.9635718510836654, 0.20259581864229181), (0.9572697583310468, 0.2086637804134836), (0.9493286999091008, 0.21915942210384237), (0.939450152088798, 0.22522738387503421), (0.9263436464290011, 0.22896022424392246), (0.915818679845604, 0.23153810883070086), (0.9082546846333512, 0.23153810883070086), (0.899634619778894, 0.2396976358271541), (0.8945910099921213, 0.26281639942848845), (0.8935253934957084, 0.289594885444358), (0.8945910099921213, 0.32074238251081233), (0.8945910099921213, 0.35392132510033725), (0.8956470796343258, 0.37451306077424185), (0.897768765772943, 0.3845732397624323), (0.8988343822693559, 0.3909736963360876), (0.8988343822693559, 0.39300514185915797), (0.900717946640157, 0.3964203385180179), (0.9026015110109581, 0.3964203385180179), (0.9059414094384743, 0.3943888929949475), (0.9125851984825355, 0.39235744747187706), (0.9192289875265965, 0.38595699089822183), (0.925054828696269, 0.3791010455256755), (0.9308806698659418, 0.37706960000260503), (0.9341845604824865, 0.375660296811989), (0.9341845604824865, 0.374250993621373), (0.9341845604824865, 0.3688736559038504), (0.9325373078043058, 0.360536610326359), (0.9308900551261251, 0.34253593726122433), (0.9310457684313977, 0.3259445673867057), (0.9312014817366702, 0.30935319751218693), (0.9313571950419428, 0.30109887321515955), (0.931357195041943, 0.29662092683084695), (0.9308130482598095, 0.30024555673347686), (0.92817250405077, 0.30387018663610676), (0.9253486821545778, 0.30168560825402163), (0.9221679370151786, 0.2995010298719364), (0.9203102001530803, 0.2907361509682298), (0.9159715344889111, 0.282123020074608), (0.9119263002681943, 0.27053236179345397)]",87.6646291,99.6317949,5
-------,-------,-------,-------,-------,-------,-------
