RESULTADOS MIOS,,,,,,
9,TAB. PERSONAS,4,"[(0.015848075241199355, 0.6773896788692428), (0.016292329780191104, 0.6524339130985723), (0.01652986993921527, 0.6216732231040331), (0.016767410098239444, 0.5863368789793476), (0.016751598987280857, 0.5642657565201213), (0.016213930642585538, 0.5421946340608951), (0.015246839540974022, 0.5126128422436957), (0.014279748439362505, 0.498649878073961), (0.013312657337750989, 0.49295480003071157), (0.012785948503786481, 0.49295480003071157), (0.01278109690355871, 0.4986498780739609), (0.012968127901222962, 0.5106095736474924), (0.013155158898887215, 0.5265148581537054), (0.013342189896551471, 0.5395100671288354), (0.013342189896551471, 0.5517231196387089), (0.013263016488920157, 0.5582410941053333), (0.013183843081288843, 0.5621866830380148), (0.013193933944636832, 0.5576110289078686), (0.013204024807984818, 0.5466277834863705), (0.013124851400353507, 0.5344435116455917), (0.013124851400353504, 0.5222592398048127), (0.013124851400353504, 0.508063004410402), (0.013124851400353507, 0.4975164373227354), (0.013124851400353507, 0.49259530506116433), (0.013299774529743274, 0.48956646942140425), (0.013389038800722572, 0.48429583279275706), (0.013478303071701872, 0.48103715971774186), (0.013484788522481025, 0.48142997111476565), (0.013491273973260179, 0.48182278251178934), (0.013510418130142074, 0.47958098152290224), (0.01379175117099308, 0.47819544643797707), (0.013889107788920413, 0.4756977332111557), (0.013692575670021665, 0.4704745213356972), (0.013313959377100762, 0.4646061850132751), (0.0130345233703861, 0.4590232257920187), (0.012559042472905175, 0.45482580165568753), (0.012393824935533499, 0.4541806772087239), (0.012696641898277721, 0.4541806772087239), (0.013181543035044093, 0.45482580165568753), (0.01346894632109102, 0.4508750171224808), (0.013775864472345568, 0.43933785020272165), (0.014267929663101983, 0.42324143173092466), (0.014579363639789428, 0.4064998888121639)]",4.0277949,33.4704431,0
9,YO,1,"[(0.25658435100542426, 0.8682864289767369), (0.26509031438082925, 0.9147624936006263), (0.27570729468221805, 0.9436817773060717), (0.28405742278812396, 0.9694740666001589), (0.29467440308951276, 0.9819623735992398), (0.3023682127706385, 0.9864505157831897), (0.3058299322027036, 0.9877053430321425), (0.31058948209861004, 0.9876046687987262), (0.3153490319945166, 0.9870319006244088), (0.32010858189042307, 0.9875084175315406), (0.32908774347705727, 0.9879849344386724), (0.3374153781782738, 0.9900828184302423), (0.34699742694493735, 0.991797694391354), (0.3565794757116009, 0.992846293301475), (0.3723303457409015, 0.9911307311690347), (0.38675300408769, 0.9848580641982154), (0.40281047598658304, 0.9775367983172754), (0.41716637176599203, 0.9669883565369478), (0.428560582209613, 0.9489437402551726), (0.43579970584702166, 0.9276316842983116), (0.441042651175498, 0.9035358401595145), (0.44465078295186977, 0.8706140003746384), (0.4437028320725065, 0.8419686215705987), (0.44731096384887825, 0.8208194172680067), (0.44997901188302886, 0.8134785242476916), (0.4510526625972324, 0.8124004967829273), (0.452126313311436, 0.8201484649642424), (0.4549668238575043, 0.8278964331455573), (0.4560404745717078, 0.8356444013268725), (0.4562129370836255, 0.8345663738621081), (0.45842129630943396, 0.8251262024469769), (0.464259082376478, 0.8156860310318459), (0.4699244059316044, 0.8062458596167147), (0.47926722380546477, 0.8062458596167147), (0.4849325473605911, 0.8113578527318118), (0.4848857846835136, 0.8292169446320224), (0.4848857846835137, 0.8459980090674687), (0.48618226749297727, 0.8500319747178017), (0.48233342569120213, 0.8446257689530035), (0.48362990850066573, 0.834107570073108), (0.48860258082844243, 0.8095402907080625)]",6.8440849,33.4704431,0
9,TAB. INICIAL,0,"[(0.23648180467193133, 0.9974854515601816), (0.22183214505405155, 0.9971293989844326), (0.21848246293284182, 0.9974109267513096), (0.2171581348362574, 0.9976924545181868), (0.2171581348362574, 0.997973982285064), (0.21712901534213275, 0.997973982285064), (0.21841995947671905, 0.9986493215233759), (0.21291002513883148, 0.9993246607616879), (0.20062648493222685, 0.999999999), (0.1913500709504528, 0.999999999), (0.18641937029313574, 0.999999999), (0.18265289064924922, 0.999999999), (0.1832030048356951, 0.999999999), (0.1862101310605257, 0.999999999), (0.1862101310605257, 0.999999999), (0.18338331539320635, 0.999999999), (0.18332152901553805, 0.999999999), (0.17894314880753748, 0.999999999), (0.1788813624298692, 0.999999999), (0.17881957605220095, 0.999999999), (0.17351615360269923, 0.999999999), (0.16613017861656174, 0.999999999), (0.15417967728361312, 0.9996670737813436), (0.13895125176764195, 0.9989590900461363), (0.12295848071912582, 0.997825602675077), (0.10882450131756065, 0.9966921153040179), (0.09832463899331248, 0.9955586279329587), (0.0923893030158754, 0.9943621604721073), (0.08973189122146093, 0.993540750527807), (0.08783882495959133, 0.9931448442193581), (0.08783882495959133, 0.9931323102488665), (0.08973189122146093, 0.993119776278375), (0.08973189122146091, 0.9920746687940714), (0.08828121951181862, 0.9834395269402398), (0.08643306817025123, 0.9748043850864082), (0.08458491682868383, 0.9731193176414973), (0.08084369922524684, 0.9714342501965865), (0.07899554788367945, 0.9595015380079948), (0.07859806825175437, 0.9375780530022901), (0.07899554788367946, 0.9156545679965854), (0.08086087389244655, 0.8863976362440027), (0.08538089686639941, 0.8571407044914199), (0.09115704181869363, 0.8395598973047791)]",9.8421993,33.4704431,0
9,TAB. VERBOS,1,"[(0.284335371310313, 0.8719001916839794), (0.28209588492713256, 0.9147809400608942), (0.28209588492713256, 0.9455498380201984), (0.279856398543952, 0.9708037163698642), (0.27761691216077156, 0.9822935872846132), (0.27537742577759106, 0.9877624021974525), (0.27446540135959374, 0.9934238017823974), (0.2734415384168691, 0.9972205333480331), (0.2756810248000496, 0.9984369656956644), (0.2746571618573249, 0.9996533980432959), (0.2736332989146003, 0.9999679221820184), (0.27395802042925427, 0.999999999), (0.2743945804686355, 0.999999999), (0.2696450934818827, 0.999999999), (0.27008165352126395, 0.999999999), (0.2728869260871639, 0.999999999), (0.2728869260871639, 0.999999999), (0.2752556386136827, 0.999999999), (0.2771783363139116, 0.999999999), (0.2771783363139116, 0.999999999), (0.2748096237873928, 0.9994668006867489), (0.2728869260871639, 0.9983238223813352), (0.26859551586041625, 0.9977906230680842), (0.2681641200134312, 0.9966476447626705), (0.26773272416644617, 0.9952451068527035), (0.26904434410266703, 0.9940816009558647), (0.2722786617391168, 0.9935278740511887), (0.2765700719658645, 0.9923643681543499), (0.2783130877490704, 0.9918106412496739), (0.2837627615639816, 0.9913971417989605), (0.28746941959568695, 0.9912778096483699), (0.2911760776273923, 0.9911584774977793), (0.29382564306879966, 0.9910391453471886), (0.2968012594617355, 0.9910391453471888), (0.3002082717016564, 0.9911584774977795), (0.30361528394157733, 0.9912778096483701), (0.3085133323183898, 0.9913971417989608), (0.31504360502929235, 0.9915164739495512)]",12.8969132,33.4704431,0
9,NECESITAR,8,"[(0.03205516147797934, 0.4446690238666604), (0.030381893672726652, 0.4409141473229031), (0.02908563076040934, 0.4394556712847876), (0.02822535639167869, 0.4362461646691238), (0.02798508178994405, 0.43338609140362083), (0.028605525008885368, 0.4264548039378798), (0.02899431038268609, 0.4184159075129779), (0.029383095756486805, 0.41037701108807595), (0.029383095756486805, 0.3986907216494511), (0.029383095756486805, 0.3870044322108262), (0.028762652537545487, 0.3849462067302003), (0.028150400162241063, 0.3809729068551929), (0.02768665855900272, 0.3823980305714567), (0.027380044484424486, 0.3888816313121717), (0.02707343040984626, 0.3982317537145529), (0.026998474180408637, 0.402025026359173), (0.02691532710733411, 0.40615824557061303), (0.026079874105353996, 0.4086848206654592), (0.024832590850792972, 0.41281654670695644), (0.02232565812068963, 0.4143745990692073), (0.019818725390586288, 0.4143745990692073), (0.017311792660482946, 0.4197244309061355), (0.015408655087219114, 0.41972443090613537), (0.014067096780433141, 0.42001727888855517), (0.01398518794918949, 0.42041301229132555), (0.01382249092034953, 0.42236679805634675), (0.01373752734540882, 0.4238818221070665), (0.01373752734540882, 0.426954898520037), (0.013900835332398647, 0.4284699225707566), (0.014064143319388475, 0.4308372831680914), (0.014226840348228437, 0.43195657381604075), (0.014311803923169145, 0.4332046437654262), (0.014226840348228433, 0.4344527137148117), (0.014060477617541547, 0.4357007836641972), (0.013894114886854662, 0.4366348284465248), (0.013788199763255737, 0.440247042786733), (0.013556024617010453, 0.44118108756906055), (0.013393924412412984, 0.4435046035437611), (0.013014939815251387, 0.4482943851675708), (0.01263595521808979, 0.4496838563599438), (0.012277922169586408, 0.4496432279438217), (0.012263033536293506, 0.4496432279438217), (0.012561801419894169, 0.4482537567514487)]",17.077414,33.4704431,0
9,VER,2,"[(0.5288707556768794, 0.8604048868287366), (0.5455037755677097, 0.8727566768327544), (0.5621367954585401, 0.8851084668367719), (0.5758149491765437, 0.8957029645738224), (0.5831263525260324, 0.9047928781168697), (0.5861322850875366, 0.9078031023613018), (0.5905163826664113, 0.910813326605734), (0.594900480245286, 0.9138235508501664), (0.599065200655674, 0.9131024767055683), (0.6030466204016625, 0.9193278336722039), (0.6071150015655646, 0.9255531906388397), (0.6071150015655646, 0.9317785476054754), (0.6098052177120963, 0.9380039045721109), (0.6102535681242766, 0.9465474303573067), (0.6084756591108083, 0.9442083181644675), (0.6066107886794263, 0.9421918999959165), (0.6066107886794263, 0.9402533470572759), (0.6025424075155243, 0.9395880508086043), (0.5963000759724808, 0.93732565988597), (0.5940965652399607, 0.9413385880229768), (0.5918930545074405, 0.9426897099428558), (0.5909788462109531, 0.9428933609208044), (0.5931823569434732, 0.9406272197890209), (0.5949219109551104, 0.9383610786572373), (0.5948489035818729, 0.9337558253326144), (0.5947758962086354, 0.9314896842008309), (0.5937131365879231, 0.9302931487810675), (0.5935487300555982, 0.9300116325732084), (0.5956608416290307, 0.928858018215448), (0.5977729532024633, 0.9285765020075889), (0.5998850647758959, 0.9285765020075889), (0.6004608808590639, 0.9285765020075887), (0.602142726951047, 0.9288580182154478), (0.6066820467207021, 0.9300116325732084), (0.6119350023595919, 0.9294210506311659), (0.6173433642300731, 0.9285489524812643), (0.6248138171174105, 0.9245507342358572), (0.6283849266643172, 0.9180213752719396), (0.6290985625335519, 0.9114920163080218), (0.6291901649550061, 0.9052617788062005), (0.6283211228541802, 0.8981233838980327)]",19.5380047,33.4704431,0
9,TAB. INICIAL,0,"[(0.18335596804541482, 0.9352224237309155), (0.15078609360053882, 0.968559637740805), (0.13073472852803902, 0.9859766674037733), (0.11930150411009961, 0.988316770152456), (0.11365279042067815, 0.9893785301753745), (0.10782414587184282, 0.9895600071030268), (0.10708723312302985, 0.9896573224653581), (0.10623505770714133, 0.9897546378276892), (0.10538288229125281, 0.990033251403538), (0.10439175622890437, 0.9907520018027631), (0.1035805610259698, 0.9909333000162805), (0.10320776419524405, 0.991114598229798), (0.10315928919768773, 0.9910611902032214), (0.10288916259298173, 0.9908264839631273), (0.10275798663473565, 0.9901077335639024), (0.10185495514042267, 0.9900631870060079), (0.1005169225626423, 0.9898882847438875), (0.09834930721707022, 0.989948088721861), (0.0953505560613439, 0.9897090630227373), (0.09235180490561759, 0.98954553263248), (0.09012490928595818, 0.9895556975867645), (0.08711852627994679, 0.9898212100187317), (0.08494172604172716, 0.9900867224506988), (0.08494172604172716, 0.9905260727863071), (0.08494172604172716, 0.9908899278130487), (0.08494172604172716, 0.9908899278130485), (0.08494172604172716, 0.9907649360395923), (0.08348379659136332, 0.9906399442661357), (0.0797680454767723, 0.9906399442661357), (0.07555654849805588, 0.9906399442661357), (0.07134505151933945, 0.9906399442661357), (0.06779815768043837, 0.9883365291947184), (0.06570919329190111, 0.9883365291947186), (0.06454464326193557, 0.9883365291947184), (0.0638758390960954, 0.9884615209681747), (0.06320703493025522, 0.9888411669807935), (0.06319336268602826, 0.9917314423577495), (0.06292395674712874, 0.992111088370368), (0.06311967898764155, 0.9924907343829865), (0.0636892933258533, 0.9903820071269189), (0.06425890766406503, 0.9821073461354913), (0.06463279976176396, 0.9736254708511438), (0.06674445310313448, 0.9622222088502962), (0.06860037274983247, 0.9442257967503218), (0.07148400871149649, 0.9238392332404473), (0.07479775625572005, 0.8992103362913662), (0.08016792522943764, 0.8641494363779231), (0.08852620201652692, 0.7604068452347172), (0.10237798163128872, 0.615239761380827), (0.13764002824489302, 0.45809364666673424), (0.17897604551500212, 0.3111011448880459), (0.2256555772810037, 0.17454064607371939), (0.2678649736846345, 0.10979043949857599), (0.30458086726059286, 0.09305787573324342), (0.31848488542504366, 0.09305787573324342), (0.332509999982194, 0.09305787573324342), (0.3391351786139577, 0.09305787573324342), (0.3395862557875264, 0.11192994113261705), (0.3276315439159031, 0.14887230211542601), (0.30833934087813963, 0.19826791315089393), (0.2808026336966541, 0.25854574588005086), (0.24669939951685788, 0.3212170439131129), (0.21054387311961548, 0.3707207466418865), (0.1840603799787035, 0.41001101652316424), (0.1649143780039318, 0.43919720663024586), (0.14621763418102324, 0.46094029070379), (0.13408741735642535, 0.48028990947342887), (0.13018359420746867, 0.4939350581479828), (0.1290135268473735, 0.4962842284264454), (0.12784345948727832, 0.49197166702255285)]",22.7722571,33.4704431,0
9,TAB. PERSONAS,4,"[(0.17335054185196905, 0.7108318994767343), (0.167377384970354, 0.6988023011566742), (0.16129871015772362, 0.6910856666638809), (0.1557096546736707, 0.6867084934305663), (0.15737676317791344, 0.688416053158112), (0.1628054528393874, 0.6899459444903301), (0.16142332401584875, 0.68994594449033), (0.1578089547489307, 0.6859387873177429), (0.1547077144634756, 0.6819316301451558), (0.14809175925465531, 0.6743677828111758), (0.14209793765404477, 0.6703606256385887), (0.1413901923621805, 0.6663534684660014), (0.14527706874702775, 0.6663534684660014), (0.149163945131875, 0.6705382940339164), (0.15455902606736815, 0.6705382940339164), (0.1584459024522154, 0.6600080451254199), (0.16009593985609777, 0.6580971633585374), (0.16009593985609777, 0.656186281591655), (0.16009593985609777, 0.6463288546651877), (0.15920986891366165, 0.6406562533066353), (0.1569730299326968, 0.6455139008565797), (0.15246401993963982, 0.6417521812649098), (0.14795500994658278, 0.6379904616732398), (0.1442253872024986, 0.6379904616732398), (0.14049576445841438, 0.6460914933978673), (0.14106149402568802, 0.6591826934386995), (0.14389939460505374, 0.6729299189483638), (0.14673729518441953, 0.6866771444580284), (0.1487958085148125, 0.6997924797905798), (0.15085432184520547, 0.7048067833985039), (0.14732201310884374, 0.7048309186902231), (0.143789704372482, 0.7041990285131103), (0.14025739563612027, 0.7046872438250249), (0.13672508689975854, 0.7058073493140524), (0.1331927781633968, 0.70692745480308), (0.1331927781633968, 0.7080475602921072), (0.1331927781633968, 0.7091676657811348), (0.1331927781633968, 0.7091676657811348), (0.13668271171743282, 0.7080475602921072), (0.14539696537942043, 0.6985304929368612), (0.1589648130805787, 0.6721969290563056), (0.172532660781737, 0.631960941247022), (0.18949991456368592, 0.5846903677051586), (0.2029772347915988, 0.531711833513155), (0.2112302349115601, 0.48176231033513084), (0.21462964099235077, 0.4228924552080168), (0.2108557294651928, 0.4036618524840304), (0.1950360153327637, 0.3795117539976457), (0.18786269772481515, 0.3621897216504285), (0.17689657763155678, 0.3502356401554506), (0.16232203767012757, 0.36401838713487206), (0.16061420261716616, 0.3528119122847403), (0.16851574996135413, 0.3355069137346105), (0.16777090078106155, 0.3182019151844807), (0.1753330959670599, 0.30089691663435103), (0.181989469140248, 0.2835919180842213), (0.18295245501291682, 0.2655393128892454), (0.18295245501291682, 0.2655393128892454), (0.18295245501291682, 0.2655393128892454), (0.17843821313193572, 0.2655393128892454), (0.17843821313193572, 0.2655393128892454)]",26.3440276,33.4704431,0
9,DOCTOR,4,"[(0.08145054402316944, 0.48091278112681407), (0.07898774044219672, 0.4941032894842003), (0.07842640422290906, 0.5101736238694038), (0.07898774044219672, 0.5281177608527187), (0.0795490766614844, 0.539723341250516), (0.08257022026719377, 0.5513289216483133), (0.08762694801668751, 0.5568128089668714), (0.09187356143446979, 0.561102496840262), (0.09930706912020561, 0.5662246707035521), (0.10674057680594143, 0.5716318732573806), (0.1095153128535771, 0.5770390758112092), (0.11106457908913984, 0.5913057955410055), (0.1160569171650784, 0.6045558244802838), (0.12049715008343638, 0.614973414057469), (0.1225565797047458, 0.6251059749441158), (0.12681497357773366, 0.6352385358307627), (0.13107336745072154, 0.6365115795414418), (0.13073309776897818, 0.6276520623654742), (0.12719670275757414, 0.6276520623654742), (0.12719670275757414, 0.6276520623654742), (0.12604111104321866, 0.6335055811825594), (0.1248855193288632, 0.6393590999996447), (0.1248855193288632, 0.6552973714523364), (0.12257825736348074, 0.6620000084568498), (0.11993072571635488, 0.6620000084568497), (0.1184387857835845, 0.6561464896397645), (0.1169468458508141, 0.6502929708226792), (0.11800338119247392, 0.6433176649567505), (0.1213671784995162, 0.6367184763630322), (0.1239156537739464, 0.6293268225995152), (0.12455193297652953, 0.6275160187916681), (0.12288095021373016, 0.6257052149838209), (0.11866149217650061, 0.6237909627651785), (0.11259503869005079, 0.6127319796070048), (0.10908436115778708, 0.6183128295626746), (0.10748587969737045, 0.6183128295626746), (0.10819466020233628, 0.6183128295626746), (0.10890344070730214, 0.6295920121846633), (0.11337141273333533, 0.6387367431241946), (0.1152836088051824, 0.6295920121846633), (0.11719580487702948, 0.6169450940278027), (0.12403545677584407, 0.6042981758709421)]",30.4398266,33.4704431,0
-------,-------,-------,-------,-------,-------,-------
10,TAB. PERSONAS,4,"[(0.0805503644824937, 0.7093681374340529), (0.07495995792330688, 0.699135294436134), (0.06818343598609758, 0.67992778918828), (0.06068619443035352, 0.6479221012408296), (0.054891003104880744, 0.6203695325111653), (0.05280849173005068, 0.5948937608657466), (0.05151273623351653, 0.5673411921360824), (0.05280849173005068, 0.5545430094364862), (0.05641411847408806, 0.5545430094364862), (0.060019745218125434, 0.5545430094364862), (0.06211420742049635, 0.5545430094364862), (0.06420866962286727, 0.5566198065207317), (0.06500737632870404, 0.5586966036049772), (0.06500737632870404, 0.5586966036049772), (0.06500737632870404, 0.5586966036049772), (0.06500737632870404, 0.5502280776919277), (0.07097148185788342, 0.5417595517788782), (0.07995334349864266, 0.5261239335426413), (0.0914584297593281, 0.5197322047138374), (0.1037432362831587, 0.5088254613820306), (0.11602804280698928, 0.5043104468790276), (0.12234874380164049, 0.4997954323760247), (0.12565168868471183, 0.49979543237602464), (0.12887989647002496, 0.49262834005283745), (0.13097028511070521, 0.48997626223265306), (0.1328749152200111, 0.48997626223265306), (0.134779545329317, 0.4873241844124686), (0.13668417543862288, 0.48997626223265306), (0.13614031802576076, 0.4926283400528374), (0.13231332664808754, 0.4926283400528374), (0.12735805359165156, 0.4885993306639723), (0.12371682074535269, 0.4872223990952917), (0.12007558789905382, 0.48584546752661095), (0.11512031484261784, 0.4907012017604572), (0.11380627463248075, 0.4982090138144876), (0.11380627463248075, 0.5111779836762931), (0.11249223442234364, 0.5241469535380985), (0.11117819421220657, 0.5344638455797195), (0.11249223442234366, 0.5317392508098502), (0.11805986155975559, 0.529014656039981), (0.12362748869716747, 0.5216497887981554), (0.12919511583457938, 0.499095216620533)]",4.4805178,55.4086484,0
10,EL-ELLA,3,"[(0.8174160120067727, 0.808063957927606), (0.8529480447041848, 0.8388735630740245), (0.8842680558675091, 0.8643364540489914), (0.9133196568573855, 0.8799562229890959), (0.9296406808943928, 0.8905789014601716), (0.9346605938798881, 0.8910841934803816), (0.9384695149249364, 0.8910841934803816), (0.9422784359699847, 0.8927270593236927), (0.9443905494746563, 0.8943699251670036), (0.945651355310606, 0.8964332295022948), (0.9463870175356801, 0.9046791508580073), (0.9468817810595918, 0.9123644319304927), (0.9468817810595918, 0.9184068471596673), (0.9459300052210263, 0.9244492623888417), (0.9447373306812985, 0.9286146257325469), (0.9435446561415708, 0.9365405774047799), (0.942540345637758, 0.9388445523398186), (0.9420307986578573, 0.9373879389463295), (0.9420307986578573, 0.9303093488156462), (0.9419782639926101, 0.9246873720784519), (0.9426645117565956, 0.9203367379705238), (0.943403294185828, 0.9159861038625957), (0.943403294185828, 0.9153960580831955), (0.9426580729574059, 0.9241885773695173), (0.9426127670126672, 0.9329810966558393), (0.9418739845834345, 0.9329810966558393), (0.9411352021542021, 0.9329810966558393), (0.9410898962094633, 0.9366698058078828), (0.9411585922381782, 0.9379502422669219), (0.9405799076484571, 0.9437340901880968), (0.9389266267922425, 0.9578703846481049), (0.9372733459360276, 0.9720066791081132), (0.9344908122489693, 0.9824542644160777), (0.9307903393281401, 0.9875006182641333), (0.9282644251828932, 0.9834682700114327), (0.9247471444901183, 0.9765278763892704), (0.920039624331873, 0.973619831019809), (0.915244737388177, 0.9707117856503474), (0.911946474267973, 0.9747607014747333), (0.9074736523721867, 0.9833849079377392), (0.9044422786499897, 0.98741725619044), (0.903135877505945, 0.9833849079377395), (0.9030914019229332, 0.9776687468441947)]",8.9254337,55.4086484,0
10,TAB. INICIAL,0,"[(0.19734634222335415, 0.9160417974202881), (0.1848186717519497, 0.9452617563154299), (0.1739845321813173, 0.9747055529982033), (0.16394068253911515, 0.9907633660376256), (0.15043982960290186, 0.9943455073890961), (0.13908935899177152, 0.994923225376495), (0.12718499489572083, 0.9954050083029301), (0.11943968810234828, 0.9954050083029301), (0.11046404009592506, 0.9951811705152982), (0.10707553553342272, 0.9951811705152982), (0.10520514280489057, 0.9951811705152982), (0.10512318076193168, 0.994923225376495), (0.1058262280509421, 0.9949053855904115), (0.10705656926399279, 0.9948668981032363), (0.10719168535305026, 0.9946045728284293), (0.10502653482646432, 0.9943422475536222), (0.10215833701086789, 0.9937268109518851), (0.09929013919527149, 0.9931292141362311), (0.09819491407127828, 0.9911236441263981), (0.0981949140712783, 0.989118074116565), (0.10075666407972253, 0.9850000179063771), (0.10331841408816675, 0.9825550680801838), (0.10588016409661101, 0.9824754098172004), (0.10588016409661098, 0.98404821023712), (0.10472097547172225, 0.9856210106570394), (0.10206996224098204, 0.9893062972773137), (0.09941894901024183, 0.9916715888405239), (0.0972010782568087, 0.988978706912048), (0.09604188963191997, 0.986285824983572), (0.0945969684664485, 0.983592943055096), (0.09315204730097701, 0.9767796431163388), (0.09315204730097701, 0.9699663431775815), (0.09292766798962356, 0.9632680550230912), (0.09434966586646117, 0.955386170312518), (0.09600335019788626, 0.9486878821580277), (0.09498024760286619, 0.9449264154577358), (0.09251222384237465, 0.9373059583385878), (0.0898354369159295, 0.9281089723383248), (0.08594541527860036, 0.9164960072343835), (0.08326862835215518, 0.8993955727171803), (0.08594541527860033, 0.8788386004461465), (0.08983543691592948, 0.8574965285048289), (0.10143204519683788, 0.826233770184167), (0.12862087945419295, 0.779219933332272), (0.17320567088540464, 0.7285244078811365), (0.22229290259219586, 0.6627109627526769), (0.2701668995881031, 0.5985319726413207), (0.3147505847275838, 0.5405903769976153), (0.34837022843653587, 0.5016015856166238), (0.3667810575696072, 0.4492550405703678), (0.37801265950065377, 0.4166665495113496), (0.3970818984578016, 0.37126562490291526), (0.41963297356130946, 0.3337023912314989), (0.43841626086060226, 0.2965370074883628), (0.45558835577988493, 0.2965370074883628), (0.47276045069916767, 0.31788032261004656), (0.48151895837438347, 0.3582740559610316), (0.47881546056751595, 0.4017669515258994), (0.4752515660189454, 0.4513657835554321), (0.47111172125240913, 0.4929802379005304), (0.4628023088983893, 0.5183906165966146), (0.45506884676233517, 0.5405726456848499), (0.45506884676233517, 0.5545162730865327), (0.45506884676233517, 0.5623539640235506), (0.4586327413109057, 0.5545162730865327)]",12.4989414,55.4086484,0
10,TAB. CONCEPTOS,10,"[(0.6804972983976239, 0.18731742139801993), (0.6623813974925603, 0.20506247956820509), (0.6473522150514986, 0.2178443032291404), (0.6357163239952157, 0.22905566324327667), (0.6284286918648849, 0.23838207246595838), (0.6243356328626308, 0.2456408959242165), (0.6204423744476021, 0.2505143593435295), (0.6204423744476021, 0.25538782276284244), (0.6201319198075533, 0.2602612861821555), (0.6137478363855404, 0.2633616217802819), (0.6098545779705116, 0.2660433955696707), (0.6067030739021941, 0.2709275780879973), (0.5996583114188478, 0.27360935187738605), (0.5937031852801532, 0.27224239710398723), (0.5913308629164387, 0.27087544233058836), (0.5932090527969794, 0.2721294580948649), (0.6021320051608666, 0.27118106513020374), (0.6110549575247538, 0.2772886440754453), (0.6169441408989181, 0.28524254285453676), (0.6253900920445966, 0.29935230377377364), (0.6295855309460199, 0.3081593203659464), (0.6273309436609, 0.3169663369581191), (0.6250763563757802, 0.3209197903693268), (0.6250763563757802, 0.3232425610446484), (0.622519588604266, 0.31940946957982447), (0.6157123085884963, 0.31557637811500056), (0.6114617963442409, 0.30762830170193095), (0.6072112840999855, 0.2996802252888614), (0.6000779547178862, 0.29556524034061565), (0.5929446253357866, 0.29145025539237), (0.5900618081979426, 0.2873352704441243), (0.5852398202642064, 0.2873352704441243), (0.5780201006905088, 0.28509405467132953), (0.5723378468140451, 0.2828528388985347), (0.5666555929375814, 0.27611105524207613), (0.5609733390611178, 0.26936927158561763), (0.5585756074211563, 0.26712805581282273), (0.5585756074211563, 0.262627487929159), (0.5599209588617665, 0.2533892033210782), (0.5612663103023767, 0.2486514865966612), (0.5626116617429868, 0.23868908725923754), (0.5637616203092242, 0.21739861209870814), (0.5662743121326936, 0.20060870482184248)]",16.11295,55.4086484,0
10,ANTES,5,"[(0.3987786794540109, 0.49289687766828394), (0.40220257163511625, 0.5111314554761316), (0.4056264638162216, 0.5302898132392464), (0.409050355997327, 0.5386710438982703), (0.409050355997327, 0.5465509514757507), (0.4056264638162216, 0.5474747314310177), (0.4065017403549178, 0.5483985113862847), (0.4030778481738125, 0.5483985113862847), (0.39965395599270714, 0.5478971883047412), (0.3919761069636514, 0.5478971883047412), (0.38308597903990965, 0.5478971883047412), (0.3698966823963662, 0.5478971883047412), (0.3610065544726244, 0.5478971883047412), (0.35211642654888264, 0.5483985113862846), (0.34748025547309125, 0.548899834467828), (0.3457836464947592, 0.5494011575493714), (0.3464659846895096, 0.5499024806309147), (0.34714832288426, 0.5492746778106159), (0.34979420128203076, 0.5481455519087735), (0.35481100922279507, 0.5474591466659436), (0.36763963660689036, 0.5473644271004878), (0.3780893168179031, 0.5471355119018526), (0.3885389970289158, 0.549756534184276), (0.40147135337991446, 0.5558931163895537), (0.4075865638449134, 0.561586977935819), (0.4075865638449134, 0.5666891538047103), (0.40802156804122613, 0.5719255253067811), (0.41573653332637656, 0.5794299894930417), (0.4190052822685206, 0.5797691382004142), (0.4299180283917948, 0.5801082869077867), (0.43763299367694514, 0.5704660241675), (0.44811073560390674, 0.5533638278721599), (0.4513085164420307, 0.5322727273134135), (0.4545062972801547, 0.5148313823107008), (0.4513085164420307, 0.5048499708630416), (0.4513085164420307, 0.5148313823107008), (0.44811073560390674, 0.5322727273134135), (0.4452769908580755, 0.5411789664843623), (0.4364413437644862, 0.541201976526581), (0.4308034775090208, 0.5290320264793488), (0.4311675136013136, 0.505820246304394), (0.4383571604008612, 0.48112924775890153), (0.4451827711081159, 0.4566567553604681)]",25.1032103,55.4086484,0
